title,id,duration,content_type,description,audio_language,image_url,parenttitle_year,parenttitle_title,,,,,,,,,,,
6 Movie & TV Podcasts When You Need a Binge Break,vi1943846425,256,Clip,"On this IMDbrief, we run down 6 podcasts to deepen your knowledge, your passion, and your fandom, especially when you need a binge break.",en,https://m.media-amazon.com/images/M/MV5BOTAwZTQ3OTgtOTMzNy00N2JkLWIwZjItOTYzYTRlYzQ2ZjgzXkEyXkFqcGdeQWFsZWxvZw@@._V1_.jpg,2018,IMDbrief,,,,,,,,,,,
"""The Mandalorian"" and the Future of 'Star Wars'",vi4184259865,185,Clip,"Remember when 'Star Wars' was just three movies and a bunch of cool toys? Well, the franchise is moving from a galaxy far, far away to a theme park, a VR helmet, and a streaming service near you! On this IMDbrief, let's look at ""The Mandalorian"" and the Future of the Star Wars Universe.",en,https://m.media-amazon.com/images/M/MV5BM2EyZDU3ZjUtOTRiZC00M2I3LTkxNDMtMzMxYTI2MWU0YTYxXkEyXkFqcGdeQWFsZWxvZw@@._V1_.jpg,2018,IMDbrief,,,,,,,,,,,
Star Wars: Luke Skywalker Enters The Cantina,vi3022243097,150,Clip,Star Wars: Luke Skywalker Enters The Cantina,en,https://m.media-amazon.com/images/M/MV5BZDYwYWEwNGMtOTFmMC00ZDA3LWE3MDQtYmMwMWYxMzI3YzViXkEyXkFqcGdeQXRyYW5zY29kZS13b3JrZmxvdw@@._V1_.jpg,,,,,,,,,,,,,
Star Wars: Princess Leia Gets Rescued,vi2334377241,137,Clip,Star Wars: Princess Leia Gets Rescued,en,https://m.media-amazon.com/images/M/MV5BNzM0MTU5N2MtMjkxZi00MmEyLWJjNTctY2Q1ODNkNTZhOWYzXkEyXkFqcGdeQVRoaXJkUGFydHlJbmdlc3Rpb25Xb3JrZmxvdw@@._V1_.jpg,,,,,,,,,,,,,
Star Wars: Luke Skywalker Meets R2-D2 And C-3Po,vi690210073,133,Clip,Star Wars: Luke Skywalker Meets R2-D2 And C-3Po,en,https://m.media-amazon.com/images/M/MV5BOTVjYzY1YzYtMWNjMy00ZTM5LWE3NmMtMGIzMmNhMzE0YWMzXkEyXkFqcGdeQXRyYW5zY29kZS13b3JrZmxvdw@@._V1_.jpg,,,,,,,,,,,,,
Star Wars: Episode IV - A New Hope,vi1518602521,30,Promotional,TV Spot: 4,,https://m.media-amazon.com/images/M/MV5BMTcyMjM4MDI0Nl5BMl5BanBnXkFtZTcwOTU0MDc4Mw@@._V1_.jpg,,,,,,,,,,,,,
Star Wars: Episode IV - A New Hope,vi1501825305,32,Promotional,TV Spot: 3,,https://m.media-amazon.com/images/M/MV5BMTQzNDI0NzkwOV5BMl5BanBnXkFtZTcwODU0MDc4Mw@@._V1_.jpg,,,,,,,,,,,,,
Star Wars: Episode IV - A New Hope,vi1485048089,32,Promotional,TV Spot: 2,,https://m.media-amazon.com/images/M/MV5BNzMxMzY2NDE2OV5BMl5BanBnXkFtZTcwNzU0MDc4Mw@@._V1_.jpg,,,,,,,,,,,,,
Star Wars: Episode IV - A New Hope,vi662964505,32,Promotional,TV Spot: 1,,https://m.media-amazon.com/images/M/MV5BMTU5NTQ0OTcyNF5BMl5BanBnXkFtZTcwNjU0MDc4Mw@@._V1_.jpg,,,,,,,,,,,,,
'Star Wars' Supercut: Parodies of the Trench Run,vi3179985177,175,Other,"To celebrate the 40th anniversary of 'Star Wars: A New Hope,' we've gathered together some memorable parodies of the trench-run scene. Buckle up as our favorite movie, TV, and online superfans  take  their aim at the Death Star.",en,https://m.media-amazon.com/images/M/MV5BNTE3NDA2ODc0M15BMl5BanBnXkFtZTgwMzMyOTE0MjI@._V1_.jpg,,,,,,,,,,,,,
Re-release Trailer,vi2748889369,94,Trailer,"A cyborg, identical to the one who failed to kill Sarah Connor, must now protect her ten year old son, John Connor, from a more advanced cyborg.",en,https://m.media-amazon.com/images/M/MV5BMjI0OTJlNTQtMzYyZi00MTBkLWEyMzItNWQwYWFhOWU1NDczXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_.jpg,,,,,,,,,,,,,
Terminator 2: Judgment Day: 3D,vi3482630425,97,Trailer,Trailer for Terminator 2: Judgment Day 3D,en,https://m.media-amazon.com/images/M/MV5BMjExODcwOTY3M15BMl5BanBnXkFtZTgwOTg2NjMyMjI@._V1_.jpg,,,,,,,,,,,,,
'Terminator 2: Judgment Day' | Anniversary Mashup,vi320716825,108,Clip,"In celebration of the 30th anniversary of 'Terminator 2: Judgment Day,' we look back at James Cameron's iconic film, starring Arnold Schwarzenegger, Linda Hamilton, and Edward Furlong.",en,https://m.media-amazon.com/images/M/MV5BNzJmMzkxYWQtZWYwNS00ZTYzLTk5MjEtMGQ4YzQ5ZjYzNjljXkEyXkFqcGdeQW1pYnJ5YW50._V1_.jpg,,,,,,,,,,,,,
How Mackenzie Davis Expands the 'Terminator' Universe,vi3840589593,129,Clip,"Arnold Schwarzenegger, Linda Hamilton, and director Tim Miller reveal what new cast members Natalia Reyes and Mackenzie Davis added to the 'Terminator' universe.",en,https://m.media-amazon.com/images/M/MV5BNWNmMGJjYWUtYTBkZC00ZmY2LTgyZDMtYWZiNTA0YWZjNjc3XkEyXkFqcGdeQXRyYW5zY29kZS13b3JrZmxvdw@@._V1_.jpg,2017,IMDb on the Scene - Interviews,,,,,,,,,,,
The Evolution of Sarah Connor & The Terminator,vi3807035161,141,Clip,Arnold Schwarzenegger and Linda Hamilton look back at how their characters have evolved from film to film and the new 'Terminator: Dark Fate' cast reveals what it's like following in their footsteps.,en,https://m.media-amazon.com/images/M/MV5BNmVkMDVlMDMtM2E0Zi00YTc2LTkwNDYtMDMxZDc3N2UwM2I4XkEyXkFqcGdeQXRyYW5zY29kZS13b3JrZmxvdw@@._V1_.jpg,2017,IMDb on the Scene - Interviews,,,,,,,,,,,
Top Gun! Terminator! The '80s Live at SDCC,vi3909336089,149,Clip,"From partying in the Upside Down to a sequel to 'The Shining,' on this IMDbrief, we look at the 1980s living their best life at San Diego Comic-Con 2019.",en,https://m.media-amazon.com/images/M/MV5BMjU2NDIxZWYtNjkzOS00N2NlLTk2N2UtZWFiMjM0ZjNiOWY4XkEyXkFqcGdeQWFybm8@._V1_.jpg,2018,IMDbrief,,,,,,,,,,,
Dark Fate for Terminator Franchise or a Requel That Works?,vi3535911961,260,Clip,On this IMDbrief - presented by Progressive - we break down the new 'Terminator: Dark Fate' trailer and what's happened since 'Judgment Day.',en,https://m.media-amazon.com/images/M/MV5BMGRiYWU1YjktN2NjMS00NGU1LWJlMzctZjk1Yzc2OWYwYjYzXkEyXkFqcGdeQWFsZWxvZw@@._V1_.jpg,2018,IMDbrief,,,,,,,,,,,
What We Know About 'Terminator: Dark Fate' ... So Far,vi3028728345,207,Clip,Arnold Schwarzenegger and Linda Hamilton are teaming up to take on Skynet again. Here's what we know about the 'Terminator' reboot ... so far.,en,https://m.media-amazon.com/images/M/MV5BYzQ2NzdiMDUtMWY2YS00M2NiLWFiOGUtMTEyYTRjM2U1OWIwXkEyXkFqcGdeQWxpenpp._V1_.jpg,,,,,,,,,,,,,
A Guide to the Films of James Cameron,vi3478894873,87,Clip,"From 'Terminator' and 'Alien' to 'Titanic' and 'Avatar,' IMDb breaks down the trademarks of James Cameron’s directorial style.",en,https://m.media-amazon.com/images/M/MV5BZDFkYjUyNGUtZGZlMC00MDQ0LThlZDctYWU3NGUzNzYzZDZjXkEyXkFqcGdeQW1hZGV0aXNj._V1_.jpg,,,,,,,,,,,,,
Skynet Edition Clip: Picture In Picture,vi3635216921,53,Clip,Clips from the upcoming Terminator 2 Skynet Edition Blu-ray release,en,https://m.media-amazon.com/images/M/MV5BMjA5ODk1NDMwMF5BMl5BanBnXkFtZTgwMjgzNzYzMzE@._V1_.jpg,,,,,,,,,,,,,
Skynet Edition Clip: Quiz Game,vi2779578905,42,Clip,Clips from the upcoming Terminator 2 Skynet Edition Blu-ray release,en,https://m.media-amazon.com/images/M/MV5BNjk3NTkzODY1OF5BMl5BanBnXkFtZTgwNDg4OTQ4MjE@._V1_.jpg,,,,,,,,,,,,,
Terminator 2: Judgment Day: Ultimate Hero and Ultimate Villain (Featurette),vi2237383961,140,Featurette,Terminator 2: Judgment Day: Ultimate Hero and Ultimate Villain (Featurette),en,https://m.media-amazon.com/images/M/MV5BOTAzYTk0Y2QtZDA1NS00YjgzLWEwMzYtZjllMzEwMDA4MmY1XkEyXkFqcGdeQVRoaXJkUGFydHlJbmdlc3Rpb25Xb3JrZmxvdw@@._V1_.jpg,,,,,,,,,,,,,
Robert Patrick Recreates His 'Terminator 2' Character,vi2249570585,76,Interview,"IMDb talks with Robert Patrick about the 3D re-release of Terminator 2: Judgment Day. The actor also reveals he had a crush on co-star Linda Hamilton, and braces himself for action when a motorbike is heard in the middle of our interview.",en,https://m.media-amazon.com/images/M/MV5BMTUyMjI2NTEyNV5BMl5BanBnXkFtZTgwODMzMDAzMzI@._V1_.jpg,,,,,,,,,,,,,
Who Nearly Starred in The Terminator Franchise?,vi568966937,278,Other,"'The Terminator' is one of the biggest action franchises of all time, featuring several stars as the various cyborgs and Connor family - but even more mind-blowing are the many, many A-listers who almost got their Skynet on.",en,https://m.media-amazon.com/images/M/MV5BNDg2YjJmYjQtN2YwOC00YmQ3LWFkZTctNmQzODYwM2I5YWY0XkEyXkFqcGdeQWFhcm9uYmVy._V1_.jpg,2018,Casting Calls,,,,,,,,,,,
Cheat Sheet: 'Terminator: Dark Fate',vi250068761,289,Other,"Excited for 'Terminator: Dark Fate' but can't remember where the franchise left off? Unsure which film's storylines are being continued, and which films are being ignored? Well, here's your ""Cheat Sheet"" to catch you up!",en,https://m.media-amazon.com/images/M/MV5BZTFjYmVjOGUtNDlhNC00OGQ3LTg4ZjEtOGEzMDEyNjE2NGRjXkEyXkFqcGdeQWFhcm9uYmVy._V1_.jpg,2019,IMDb Cheat Sheet,,,,,,,,,,,
What Roles Has Arnold Schwarzenegger Turned Down?,vi2399452185,214,Other,Arnold Schwarzenegger is one of the biggest movie stars of all time - literally. But he's also missed out on some blockbusters along the way. What roles did he pass on?,en,https://m.media-amazon.com/images/M/MV5BMmUzNGQxOTItNjFmNy00ZDM3LThmYTAtMjc5NjQwNDE2MjJhXkEyXkFqcGdeQWFhcm9uYmVy._V1_.jpg,2018,Casting Calls,,,,,,,,,,,
Our Evil Game Almost Breaks Jimmi Simpson,vi3593976601,143,Other,Jimmi Simpson struggles big time with our Evil Corporation trivia game.,en,https://m.media-amazon.com/images/M/MV5BMzkwOWEwOWYtNTNiNS00ODE2LTlkOTktOTVkMTRlZmJlM2Y3XkEyXkFqcGdeQXRodW1ibmFpbC1pbml0aWFsaXplcg@@._V1_.jpg,2017,The IMDb Show,,,,,,,,,,,
Back to the Future,vi252380953,81,Trailer,Teaser trailer,en,https://m.media-amazon.com/images/M/MV5BYTE2MTY1MjktZTFmMS00MjI1LWFjYzUtNTVlZDVkZDNhMWEyXkEyXkFqcGdeQXVyNzU1NzE3NTg@._V1_.jpg,,,,,,,,,,,,,
'Back to the Future' | Anniversary Mashup,vi2099035673,94,Clip,"In celebration of the 35th anniversary of 'Back to the Future,' we take a look back at Robert Zemeckis's fan favorite film, starring Michael J. Fox, Christopher Lloyd, Lea Thompson, and Crispin Glover.",en,https://m.media-amazon.com/images/M/MV5BYWU4YmYwZTMtOTFhYy00ZTJiLTliMTItODI4OTY4YTk2YWExXkEyXkFqcGdeQXRyYW5zY29kZS13b3JrZmxvdw@@._V1_.jpg,,,,,,,,,,,,,
Late-Breaking Summer of '85 Movie News,vi3626548249,187,Clip,"On this IMDbrief, we break down the totally tubular blockbusters releasing in the Summer of 1985!",en,https://m.media-amazon.com/images/M/MV5BMGJhMjAzYmMtMzFlOC00NDlmLWFhZDYtZGU2Y2U1MzIzMjY0XkEyXkFqcGdeQWFsZWxvZw@@._V1_.jpg,2018,IMDbrief,,,,,,,,,,,
Back to the Future: 30th Anniversary,vi3662328601,133,Clip,Clip: The Skateboard Chase,,https://m.media-amazon.com/images/M/MV5BYjhmM2Y3ZmYtYWJlYS00N2MxLWI0MWMtOTI0MTAzMjAwMjAwXkEyXkFqcGdeQXVyNzU1NzE3NTg@._V1_.jpg,,,,,,,,,,,,,
Back To The Future: The Skateboard Chase,vi1740293145,132,Clip,Back To The Future: The Skateboard Chase,en,https://m.media-amazon.com/images/M/MV5BNzIyYWNiODEtY2NhZi00ZDhjLTk3NTUtMTEzMzkwOWFkZmU2XkEyXkFqcGdeQVRoaXJkUGFydHlJbmdlc3Rpb25Xb3JrZmxvdw@@._V1_.jpg,,,,,,,,,,,,,
Back To The Future: World's First Time Traveler,vi1606075417,122,Clip,Back To The Future: World's First Time Traveler,en,https://m.media-amazon.com/images/M/MV5BZGRjZDVkN2YtNGQyZi00NzkxLWJkNDAtYzNkY2M5M2M5MmUwXkEyXkFqcGdeQXRyYW5zY29kZS13b3JrZmxvdw@@._V1_.jpg,,,,,,,,,,,,,
Back To The Future: Marty Meets His Parents,vi733660185,134,Clip,Back To The Future: Marty Meets His Parents,en,https://m.media-amazon.com/images/M/MV5BMjQ5MzE1OGUtMGU0Ni00ZjE1LTlmZWItNWE0MTQ5MWE4ZWY5XkEyXkFqcGdeQXRyYW5zY29kZS13b3JrZmxvdw@@._V1_.jpg,,,,,,,,,,,,,
Back To The Future: The Clocktower,vi3485058073,100,Clip,Back To The Future: The Clocktower,en,https://m.media-amazon.com/images/M/MV5BNjY5ZGIxYjUtY2I2YS00MzVlLWE1YTktMmZiZmU4Yzk3ZTVlXkEyXkFqcGdeQVRoaXJkUGFydHlJbmdlc3Rpb25Xb3JrZmxvdw@@._V1_.jpg,,,,,,,,,,,,,
Back To The Future: Germ Of The Idea,vi28886041,100,Clip,Back To The Future: Germ Of The Idea,en,https://m.media-amazon.com/images/M/MV5BNThhNzQ2MmYtYjAwMC00NTc2LTg0MjYtMTViZjcyN2I2M2QxXkEyXkFqcGdeQVRoaXJkUGFydHlJbmdlc3Rpb25Xb3JrZmxvdw@@._V1_.jpg,,,,,,,,,,,,,
Back To The Future: Universal Characters,vi4139369497,118,Featurette,Back To The Future: Universal Characters,en,https://m.media-amazon.com/images/M/MV5BNDA5NDdkNzUtZjFiYy00NTZiLWI0ZjItZWY0MTUyZDY4YzIxXkEyXkFqcGdeQXRyYW5zY29kZS13b3JrZmxvdw@@._V1_.jpg,,,,,,,,,,,,,
Back To The Future: The Score,vi2545533977,89,Featurette,Back To The Future: The Score,en,https://m.media-amazon.com/images/M/MV5BZGM3NGZjN2EtYTQzYS00N2VhLWFkMDUtNGVjNzYzYTUyODcyXkEyXkFqcGdeQXRyYW5zY29kZS13b3JrZmxvdw@@._V1_.jpg,,,,,,,,,,,,,
Back To The Future: Johnny B Goode,vi1471792153,107,Featurette,Back To The Future: Johnny B Goode,en,https://m.media-amazon.com/images/M/MV5BNWI2ZjM1YzUtODRiNC00ZDI1LWFiNDItYWRkMTYyMzUzZDBiXkEyXkFqcGdeQVRoaXJkUGFydHlJbmdlc3Rpb25Xb3JrZmxvdw@@._V1_.jpg,,,,,,,,,,,,,
Back To The Future: Do It In Style,vi1404683289,96,Featurette,Back To The Future: Do It In Style,en,https://m.media-amazon.com/images/M/MV5BNzZhOTgyMGYtNWFhOC00MWUyLWEyMjYtMjZlMGEzMWNmZWRmXkEyXkFqcGdeQVRoaXJkUGFydHlJbmdlc3Rpb25Xb3JrZmxvdw@@._V1_.jpg,,,,,,,,,,,,,
Back To The Future: Who's The President?,vi884589593,91,Featurette,Back To The Future: Who's The President?,en,https://m.media-amazon.com/images/M/MV5BZDUyMjJhNTQtNDllMC00ZmYzLWFlNjEtNWE1MWIyY2UwMGE5XkEyXkFqcGdeQXRyYW5zY29kZS13b3JrZmxvdw@@._V1_.jpg,,,,,,,,,,,,,
Back To The Future: Special Effects,vi867812377,102,Featurette,Back To The Future: Special Effects,en,https://m.media-amazon.com/images/M/MV5BZTQ3MGE2ZjMtYzU1Ny00YWYxLTliNTEtYzM3NzhlY2ViODk5XkEyXkFqcGdeQVRoaXJkUGFydHlJbmdlc3Rpb25Xb3JrZmxvdw@@._V1_.jpg,,,,,,,,,,,,,
Back To The Future: Michael J. Fox,vi62506009,82,Featurette,Back To The Future: Michael J. Fox,en,https://m.media-amazon.com/images/M/MV5BMGE1ODYzNTAtODU4MC00Mjg0LWFkNDEtMzUxMzMzOWRlMGU4XkEyXkFqcGdeQXRyYW5zY29kZS13b3JrZmxvdw@@._V1_.jpg,,,,,,,,,,,,,
The Evolution of Nerds,vi4122655257,224,Other,"One of the biggest comedies in TV history is back! The nerds of ""The Big Bang Theory"" have returned for their 12th and final season. But nerds weren't always in such demand. So, how far back do they go? And how did they go from laughingstocks to leading characters?",en,https://m.media-amazon.com/images/M/MV5BZjA0NjRjN2MtYWM1OC00OTAwLTg3NDItYWE5NmFmOTA0NGY4XkEyXkFqcGdeQWFhcm9uYmVy._V1_.jpg,2018,Evolved,,,,,,,,,,,
"Dates in Movie & TV History: Nov. 5, 1955 - Doc Brown Invents Time Travel",vi474724633,157,Other,"On Nov. 5, 1955, Doctor Emmett Brown invented the flux capacitor, thereby making time travel possible in the classic sci-fi film 'Back to the Future'.",en,https://m.media-amazon.com/images/M/MV5BY2ZiYzcxNjEtYzJjMi00YWI0LWJjYzQtZDVhNjdjYjFkMWE0XkEyXkFqcGdeQXVyMjIzMjU4ODI@._V1_.jpg,,,,,,,,,,,,,
Spirited Away,vi3619684633,95,Trailer,CT #2A Post,en,https://m.media-amazon.com/images/M/MV5BMzZjOWEyNTEtNjhmMC00YmZlLTkyMzAtM2Y5MzFjYmJlODIzXkEyXkFqcGdeQXVyNzU1NzE3NTg@._V1_.jpg,,,,,,,,,,,,,
A Guide to the Films of Hayao Miyazaki,vi3351821849,132,Clip,"From 'Castle in the Sky' to 'The Wind Rises', we track the vibrant cinematic stylings of legendary animation director Hayao Miyazaki through alternate worlds, fearless heroines and fantastic creatures.",en,https://m.media-amazon.com/images/M/MV5BYzQ1NjNjNGUtNGIxYy00ZmJkLWJlNWMtMzk2MGVlOTI2OGFlXkEyXkFqcGdeQW1hZGV0aXNj._V1_.jpg,2017,Director's Trademarks,,,,,,,,,,,
Spirited Away,vi3355488281,100,Clip,Clip: Kohaku River,,https://m.media-amazon.com/images/M/MV5BZGI2MDJmZDktZDZmNC00YTdkLWE1NWUtZGRhNTkwNDZlYjc1XkEyXkFqcGdeQXVyNzU1NzE3NTg@._V1_.jpg,,,,,,,,,,,,,
Spirited Away,vi3607146521,82,Clip,Clip: Train on the Water,,https://m.media-amazon.com/images/M/MV5BZmMzNWQ0MjQtOWM5Yi00ODBhLWJmNDMtMTQ4NDIxMjgxNzJhXkEyXkFqcGdeQXVyNzU1NzE3NTg@._V1_.jpg,,,,,,,,,,,,,
The Pianist,vi988938521,81,Trailer,Theatrical Trailer from Focus Features,en,https://m.media-amazon.com/images/M/MV5BMmQ4MWQzNDEtYmI4Zi00NmY0LWEwYTEtZTg4MmQ3MDM2YmJlXkEyXkFqcGdeQXVyNzU1NzE3NTg@._V1_.jpg,,,,,,,,,,,,,
Psycho,vi607099161,81,Trailer,Blu-Ray Trailer for Psycho,en,https://m.media-amazon.com/images/M/MV5BZGQwMDQyZGQtMWI5ZC00ZjgyLWE3Y2MtMjZjZjQ4MDk4ZDNkXkEyXkFqcGdeQXVyNzU1NzE3NTg@._V1_.jpg,,,,,,,,,,,,,
'Psycho' | Anniversary Mashup,vi3971399961,76,Clip,"In celebration of the 60th anniversary of 'Psycho,' we take a look back at Alfred Hitchcock's iconic film, starring Anthony Perkins, Janet Leigh, and Vera Miles.",en,https://m.media-amazon.com/images/M/MV5BYjQyOTcxOTAtNzViNS00ZWRjLWEyMjItOGMyYzI2MDgxZDUyXkEyXkFqcGdeQW1pYnJ5YW50._V1_.jpg,,,,,,,,,,,,,
Bloody Beginnings of the Summer Camp Slasher,vi3229400601,420,Clip,"Through 13 Watchlist picks, we resurrect the bloody roots of the prototypical summer camp slasher: 'Friday the 13th' (1980).",en,https://m.media-amazon.com/images/M/MV5BNWViNDQ1NjAtNzM2Ny00MGQ4LWE3OTEtMDFiNDYwMWIzNWZkXkEyXkFqcGdeQWFsZWxvZw@@._V1_.jpg,2017,Through the Lens,,,,,,,,,,,
A Guide to the Films of Alfred Hitchcock,vi2391784473,147,Clip,"Through films like 'Psycho,' 'Vertigo,' and 'The Birds,' legendary director Alfred Hitchcock has horrified audiences and inspired generations of filmmakers with his taste for the macabre and innovative cinematic techniques.",en,https://m.media-amazon.com/images/M/MV5BZDM4YzU1MWMtYTc1ZS00YzlkLTg4MDItODUxZTIxYmMyYTU3XkEyXkFqcGdeQW1hZGV0aXNj._V1_.jpg,2017,Director's Trademarks,,,,,,,,,,,
Psycho: Checking In,vi331072537,128,Clip,Psycho: Checking In,en,https://m.media-amazon.com/images/M/MV5BNmNmZDU3YjgtYmM1Yy00ZGMxLWEzNWEtMjQxMzAyZGM2NmU0XkEyXkFqcGdeQVRoaXJkUGFydHlJbmdlc3Rpb25Xb3JrZmxvdw@@._V1_.jpg,,,,,,,,,,,,,
Trailer 2,vi1015463705,123,Trailer,"All unemployed, Ki-taek's family takes peculiar interest in the wealthy and glamorous Parks for their livelihood until they get entangled in an unexpected incident.",ko,https://m.media-amazon.com/images/M/MV5BYWJjNWYzMzItYmEyNC00ODdmLWJmOGEtMWY0N2E2NGJlNTY0XkEyXkFqcGdeQWFybm8@._V1_.jpg,,,,,,,,,,,,,
Official Trailer,vi4232428569,137,Trailer,"Ki-taek’s family of four is close, but fully unemployed, with a bleak future ahead of them. The son Ki-woo is recommended by his friend, a student at a prestigious university, for a well-paid tutoring job, spawning hopes of a regular income. Carrying the expectations of all his family, Ki-woo heads to the Park family home for an interview. Arriving at the house of Mr. Park, the owner of a global IT firm, Ki-woo meets Yeon-kyo, the beautiful young lady of the house. But following this first meeting between the two families, an unstoppable string of mishaps lies in wait.",ko,https://m.media-amazon.com/images/M/MV5BZmYxYmQ4NDUtMjVhNi00YmU3LWFiMWQtZjE4ZDQ2YmE0ZDcyXkEyXkFqcGdeQXRzdGFzaWVr._V1_.jpg,,,,,,,,,,,,,
Teaser Trailer,vi3358047513,78,Trailer,"All unemployed, Ki-taek's family takes peculiar interest in the Parks for their livelihood until they get entangled in an unexpected incident.",ko,https://m.media-amazon.com/images/M/MV5BNTcxNDJkNWEtMGMyZC00NDNlLWJkYzMtZWQzOWNhYmM1YjQyXkEyXkFqcGdeQXRyYW5zY29kZS13b3JrZmxvdw@@._V1_.jpg,,,,,,,,,,,,,
Parasite,vi2240462617,63,Trailer,Trailer 2 w/ English subtitiles,ko,https://m.media-amazon.com/images/M/MV5BNzM2OWM5NGUtNjQ5ZS00MTA1LWI5YzEtN2UzNzM3ZmYxZWM4XkEyXkFqcGdeQTNwaW5nZXN0._V1_.jpg,,,,,,,,,,,,,
Parasite,vi3460938777,137,Trailer,Trailer 1 w/ English subtitles,ko,https://m.media-amazon.com/images/M/MV5BYWE5NmZiYWMtODlhYS00NmRlLWIzNDItZDBmYWIwNDJmMWNhXkEyXkFqcGdeQTNwaW5nZXN0._V1_.jpg,,,,,,,,,,,,,
Bong Joon Ho Makes Oscars History,vi3091382041,204,Clip,"On this IMDbrief presented by Quibi, we break down why this Best Picture win for 'Parasite' was history in the making.",en,https://m.media-amazon.com/images/M/MV5BZTliMDg5MmQtMDE4Ny00M2JhLTg3NzQtMmFhM2ZlNTA1MDM5XkEyXkFqcGdeQWFybm8@._V1_.jpg,2018,IMDbrief,,,,,,,,,,,
"Bong Joon Ho's ""Parasite"" HBO Series Will Be a 'Six-Hour Film'",vi1950465817,41,Clip,"'Parasite' director and co-writer, Bong Joon Ho provides an update on what we can expect from the film's HBO series adaptation.",en,https://m.media-amazon.com/images/M/MV5BNzY0ZmE4YjEtYTk2NC00YThkLWE0NGYtZWQzODBiMDU5NGM3XkEyXkFqcGdeQW1hcmNtYW5u._V1_.jpg,2017,IMDb at the Oscars,,,,,,,,,,,
Indie Spirit Stars Suggest Indie Gems You Must Watch Right Now,vi2386607897,169,Clip,"On the blue carpet for the Film Independent Spirit Awards, celebrities reveal their favorite hidden gems and little-known indie movies that everyone needs to watch.",en,https://m.media-amazon.com/images/M/MV5BMmQxNmVjYTAtZmNiZC00NmY5LThjOTAtNjFiZDY0YjAxMjg5XkEyXkFqcGdeQWFybm8@._V1_.jpg,2015,IMDb on the Scene,,,,,,,,,,,
"What BAFTA, SAG, & DGA Wins Predict for the 2020 Oscars",vi912047897,270,Clip,"On this IMDbrief, we break down what those awards shows - from BAFTA to the DGA - can tell us about who will go home with Oscar gold in 2020.",en,https://m.media-amazon.com/images/M/MV5BODkwZWE5Y2EtZmMxMS00ODgxLTgxMmQtYzBjMzgxMzRkNDg2XkEyXkFqcGdeQWFybm8@._V1_.jpg,2018,IMDbrief,,,,,,,,,,,
Bong Joon-Ho – Making the Film You Want,vi3472211737,104,Clip,"Through films like 'Okja,' 'Snowpiercer,' and the 2019 Palme d'Or-winning 'Parasite,' director Bong Joon-Ho has dazzled audiences with his unique knack for blending genres to tell layered, one-of-a-kind stories.",en,https://m.media-amazon.com/images/M/MV5BNzg1ZjMyNzctYjdiZS00OTUzLWFlN2EtYTI3MmY4NzQwYjAzXkEyXkFqcGdeQW1hZGV0aXNj._V1_.jpg,2017,Through the Lens,,,,,,,,,,,
Bong Joon-Ho Reveals Where He Got the Idea for 'Parasite',vi598130457,314,Clip,Filmmaker Bong Joon-Ho acknowledges that the idea for 'Parasite' had been in his brain for a while. Then 'Parasite' lead actor Song Kang-Ho tells how he and director Bong have developed a friendship and trust over the last 20 years.,en,https://m.media-amazon.com/images/M/MV5BZDA3OWJkZjktMTk1MS00ODQ0LWI5OGQtY2M5NThiODNhZDI5XkEyXkFqcGdeQWFybm8@._V1_.jpg,2017,IMDb at Toronto International Film Festival,,,,,,,,,,,
Everything You Need to Know for TIFF 2019,vi2057617177,423,Clip,Our experts break down the biggest films and performances coming to the 2019 Toronto International Film Festival.,en,https://m.media-amazon.com/images/M/MV5BYWJlM2EyM2EtYjc2MS00ZmZmLTk3MzUtYWIyNGU2NDgwNGU3XkEyXkFqcGdeQW1yb2Njbw@@._V1_.jpg,2017,The IMDb Show,,,,,,,,,,,
The Films You Have to Watch Before the Oscars,vi3378429721,507,TV Program,Our expert hosts Dave Karger and Alicia Malone break down why you need to watch these films before the big night.,en,https://m.media-amazon.com/images/M/MV5BMDNhZTAxNWYtMGJhYi00MDc1LWI0YmEtN2FmNzc1YWRjZGI3XkEyXkFqcGdeQW1yb2Njbw@@._V1_.jpg,,,,,,,,,,,,,
Our Top Two Must-Watch Oscar Films for 2020,vi3411984153,142,Other,"If you only watch two movies before this year's ceremony, you're not gonna want to miss these.",en,https://m.media-amazon.com/images/M/MV5BOWQ1ZjZlYzctY2FhYS00ZWY3LWJjZmYtMWEwMjhjMDVmMTc2XkEyXkFqcGdeQXRyYW5zY29kZS13b3JrZmxvdw@@._V1_.jpg,2017,The IMDb Show,,,,,,,,,,,
The One Film at TIFF 2019 We Can't Wait to See,vi3064053529,87,Other,"With an amazing slate of films coming to Toronto, one stands above the rest in our experts' eyes.",en,https://m.media-amazon.com/images/M/MV5BNjlhZDI3MGUtMTk1MS00MmM3LTkwMTktMzE5Y2U3NDExZTBjXkEyXkFqcGdeQXRyYW5zY29kZS13b3JrZmxvdw@@._V1_.jpg,2017,The IMDb Show,,,,,,,,,,,
